reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
gp:AOqpTOEzUyJZE4hqJvIzm2RXTVmxx0mYXaMheYiB1rclL4nLH_5lhvzaJSTR7XFGM9VmZfce2Mg8IW59o3lQcmA,Megan Ray,https://play-lh.googleusercontent.com/a/AATXAJysiNrGsSn7WgR-LRxywES6DfssYkMXXlYUWNum=mo,"As far as a mobile design app, I'm impressed at how similarly you can edit between the desktop and app versions. I can easily make small changes or quickly create something new if needed. Pretty intuitive interface. Really like having this one!",5,2,2.116.0,2021-06-21 20:40:43,,
gp:AOqpTOEYD4tzp2eJ9P8oqyjh5AOBIghxcFWI9YhnyIKqn_A3uw_nV_U7_n4WTR-euzy4y_Rvli2-oaEERf80JkI,Lijah Amason,https://play-lh.googleusercontent.com/a-/AOh14GhY6mY1P76rvLQvQGCaZ4TiF-8fut0jQTZov96nNZY,free options are decent. I'm still playing around with it. will update later,5,2,2.118.0,2021-07-04 06:08:17,,
gp:AOqpTOHCNToDMVJoMoPKupAikGv0hIw5QQRI_xAEEzWxU483H8kXcUW2rdBJRJb6mP5NgQm1fD0bLu8gm-lrA_k,Sinead Mansfield,https://play-lh.googleusercontent.com/a-/AOh14GizN3svRArYfGqt6RvCJvMymf94uL_EbvLOn29mHl4,"Easy to use, so many free options.",5,2,2.118.0,2021-07-01 12:38:26,,
gp:AOqpTOEsQFGBfMhiIC0E665QB97oOgxCYCajnVqSRmOXxX92Yj4nwNeF8oY3t0WhI__qWs0ZedgYtNCW0Zm4Gxg,MANISH SAINI,https://play-lh.googleusercontent.com/a-/AOh14GjSaBNDZI11nKTkkoH0H4XmnSSyB3wMk72Kvbspryg,"best for editing and creating logo, images, videos! I am loving it.",5,2,2.122.0,2021-07-29 11:17:38,,
gp:AOqpTOE3E78Zpk35mdfQcQ-tgB56fLzN5SaAuwUAOwSANsoYXsAlxIKso8dE7jfsXeAz4sfZT21Zk7KJDD8EYs8,Sibtain Haider,https://play-lh.googleusercontent.com/a-/AOh14GgdorJRsFamAh2Xm8u2tlZjiy9JO3k8dWhqd8OtWQ,Never knew I could design a banner on my phone. Very easy to use. Perfect app!,5,2,2.119.0,2021-07-09 06:52:56,,
gp:AOqpTOEy167NXlAEKVgVxWquhp1cSIkuTX1b2JRKGqn57Ai64wW9V15hhTRMLFFnqR8BX6pT0ZvKcomYnY8B2XY,Kelise Curtis,https://play-lh.googleusercontent.com/a-/AOh14GhxHEXbv4_svaViz2j4V9wTfzhFmvx9oCECIDO1PA,"Very easy to use and get used to, and a lot of free options for those who cannot afford the subscription.",4,2,2.118.0,2021-06-30 01:10:53,"Hello Kelise, thank you for that outstanding rating and feedback. Here in Canva, we believe designing should be easy and fun. We have great and exciting features in store for you, so please stay tuned. If you have any suggestions, you may send us some details. Best regards. - Claressa
",2021-06-30 15:48:58
gp:AOqpTOGGlWmDq7_b-R9AZ2qbTIjXaYwX0P0I_yyDi0QQJf93W76JaUhijv_KSecfhbOkyRyhNW_Y3KvsKRHdN-8,Mush Solani,https://play-lh.googleusercontent.com/a-/AOh14Ggtlp1Aiehh57TYZQJ27lLH4DWOqSd9XjANsS4kSQ,I'm absolutely loving Canva. It helps me to make designs indispensability. Thank you.❤,5,2,2.120.0,2021-07-22 14:50:40,,
gp:AOqpTOGkMnqJNawBhGIO4WqmeFY6g4MIHjjSFxGlmr-Jkjkh45gZbITjjKoWeTKPUwDoVQWHQCp8rbSJmKTXbQo,Irfan Awan,https://play-lh.googleusercontent.com/a-/AOh14GgiYMMbh1xOFQytHVouJHCXtZha082pc_6M4tPk,awesome app but some people can't afford premium. it should be without premium for all people,5,2,2.123.0,2021-08-13 05:15:12,,
gp:AOqpTOGhsilfssN5NA2ItxsMnhYsTTStRS2gM5fRybZ6ThDGiwW5_UsZItcoI8XRK0fagw1KJTvQyA8hVXpxUe8,thewriting_catalyst,https://play-lh.googleusercontent.com/a-/AOh14GgppQLjKE7ZzGpr4SssQigTRv2ANgPjotTF6_gmlOQ,So i had to reset my phone and download canva. Log in problems with no option to reset password. This is bad!!,1,2,2.119.0,2021-07-11 19:29:28,"Hi Elizabeth. We're sorry to know your app crashed. This could happen if multiple apps are running at the same time on your phone. Try to close some apps that are not being used and re-open the Canva app. Also, update your app to get its new features. If the issue recurs, let us know at canva.me/android. Regards. - Lou",2020-12-02 05:01:48
gp:AOqpTOFKq1sHRXSo9jAR2kwlJqoe4saZGAuaTNWpWxgdVLJrpQmG6r36ESt8iavPE66LnNrLPZ37DqYMUQo6r_0,Lanae Dickson,https://play-lh.googleusercontent.com/a/AATXAJxAey4C3F2gxhf4Pls3oJf-TBOpg4862pGfpIdG=mo,So easy to use! And do many free options to choose from,5,2,2.119.0,2021-07-08 13:07:08,,
gp:AOqpTOEc7wphGI_FwERyTpCp27QOLQMfCT01xtTpaAgZQ2nqzUGiYJMU6oWKrXRMgJZp4j70bFMl3B6kop8nXGs,Danielle Emery,https://play-lh.googleusercontent.com/a/AATXAJzAZpCIduvPgcOqQCnr9ls7vKLEYBPZDkFoyYpj=mo,"so far I am liking Canva. I haven't done much with it personally yet but I've made a few things and it was easy. I know others whom have used Canva to make something and it turned out great. they also liked it. said it was so easy. right now I do not have the pro. I am only using the free options. however I may look into what the ""pro"" has to offer",5,2,2.114.0,2021-07-19 03:46:47,,
gp:AOqpTOF1EAzL-IzClEYRtdAT8Pc3WNKHq89M53_gVlgVDf43JzfVT85IMzR1wlwOrACyyIlB-HLTtUXtm52SkGM,AKASH MISHRA,https://play-lh.googleusercontent.com/a-/AOh14GisawraR9iBnJXhZ9vaDZK6HKUo1qfH6xx3GVpkow,"One among the best photo editing, Graphic designing, poster making app. My whole work depends on Canva.",5,2,2.120.0,2021-07-18 16:58:42,,
gp:AOqpTOH2PpZUKWXTKjw77JZQB39sOM6FSb-M8_omOJZTF3efPs28qjeORbMw_Pnslvt3ILRlR8tpeRpMW02XKFo,Ishika Singh,https://play-lh.googleusercontent.com/a-/AOh14GgidsB7-xoP1982t_DbP1PtRJo0suEU1UgZPAKQTQ,it's a really good app for editing but i can't write in photos what i want to write!!,5,2,2.121.1,2021-07-25 17:00:32,"Hi Ishika. Sorry to hear that you are unable to edit or add text on your design. Try closing Canva and re-open the app. For video tutorials, refer to this link: https://bit.ly/2PNAK3v. If the issue recurs, report it at canva.me/android. Regards. - Ahn
",2021-05-16 13:28:02
gp:AOqpTOEtJY_rqqt-DBfWcudnQldtQb73fQbnhSxILOA9Oqkvsd-CN-2k1SHj528y5em0glL0N6vFTMwd5R36Ewc,Amrteshwar Kaur,https://play-lh.googleusercontent.com/a/AATXAJw8J3CtDJVRdCn2lI6CK9FxT_-GJTu6jTpiW4Ym=mo,I have been using canvas for a year. But now when I logged into my new phone. I am not able to add text. And it's really annoying. Please tell me what's wrong ?,1,2,2.122.0,2021-08-02 11:36:36,"Hi Kaur, we're sorry if your unable to add text in the app. We want to make sure that you are properly assisted with the issue you encountered. Please provide us more details through here: canva.me/android. Don't forget to check for updates to get all the functionality of the app. - Lou",2021-08-11 04:48:22
gp:AOqpTOHplNBAvBUEWxwQtIF6Uv8QbBWNXeNVHq3VC6D3mN4JLgebne__wqOcvqzeV1tbIV8k5CwA5smSD0hIL6M,T M,https://play-lh.googleusercontent.com/a/AATXAJxo1wDgXibAnm50wF0WH6tTyibsGGZWHXrw8OJc=mo,Does this cr/app ever do anything besides crash every time it's opened?,1,2,2.120.0,2021-07-20 13:09:29,"Hi there. We are sorry to know your app crashed. This could happen if multiple apps are running at the same time on your device. Close unused apps and re-open the Canva app. Update your app to get new features. If the issue recurs, report it to canva.me/android. Regards. - Ahn
",2021-08-05 11:41:32
gp:AOqpTOEx0ShuG7SOffvKrYdt3qXWqdJ5HJCi4D2Pw_aHOhBC6qz46ivrTcteYoWog_Fswp3kcGJ2W3b2JIsZPzg,Aiman Munawar,https://play-lh.googleusercontent.com/a/AATXAJxeJoTpDDtwrAXYTUS2Ei8ea_u6L-qVYkvoOYO7=mo,Great for presenting faboulus task in less time. Want to get more interesting features to get more ideas to work 😇,5,2,2.122.0,2021-08-02 18:53:15,,
gp:AOqpTOHJBINLJXf2_Qz96oThw_2SgQJkpZOpDwvZ6-Idh6SM4HAuizsFDSyVY3YH9sSamIwA01N8H0S8MCY6ES0,Maitry Chotalia,https://play-lh.googleusercontent.com/a-/AOh14GgFkUZK9sUVNdK6-GirZOVsz_qR-8HjDafZQL29NYA,It's wonderful app easy to use it's just there should be more local languages options for fonts but all over it's wonderful app,5,2,2.121.1,2021-07-28 16:54:27,,
gp:AOqpTOGEdkhGqocdFZ8Bm5EzLy3-p9Lkz3_MdRPWrBbYQG_2_SVEYxQbd_I7uhgeLnavJDNyfK2r7XSNdfCl8iI,Jess Salvilla,https://play-lh.googleusercontent.com/a-/AOh14GghVTxFicFq5JJPsUW8wgDpkTdrIh8XgWXdzPdY,"I recently update my Canva App but, why does the latest update was keep reloading and keep closing the app. Can you fix this please? Thank you",4,2,2.121.1,2021-07-27 03:12:41,"Hi Jess, thanks for the rating and we are sorry to know your app keep closing. Please check the link for more details about the issue: https://bit.ly/2NyrhvY and update the app for the full features and functionality. If the issue persists, let us know at canva.me/android. Regards. - Claressa",2021-08-11 07:07:59
gp:AOqpTOET5dufXxiQKsP75XsiCOibASez8FFzbFDuaDZks_jVKNZ-sF4mSd-GTdFfUHMGalxBN8zEojLxPxNNmpM,sandesh jayawickrema,https://play-lh.googleusercontent.com/a-/AOh14GgG84ZBQSRDz0MlftNSIngdJ4RzyJumio1lsCs3,"great app, love how easy it is to use. can do a variety of things with this",5,2,2.119.0,2021-07-08 15:56:38,,
gp:AOqpTOEDagauspAv-0bat0xAU5Cn2r3KaOp31T2ePyG0lIPwBk7Zqt3GWDQqLsGSnGWJN1Rdu0KabZ0J9RJTQgo,035 K Gopika,https://play-lh.googleusercontent.com/a-/AOh14GiLWWa7sOjrVJTCnxhaPty8JAhwUCTpTMAe7sO5Sw,It's amazing app ofcourse but im facing crash in the app. Please fix it soon as my deadline is reaching soon,3,2,2.123.0,2021-08-11 04:51:44,"Hi there. We're sorry to hear you're getting such issues with the app. We have an updated version which includes new performance improvements and error fixes that could fix the issue. If the issue recurs, send us a screenshot or video recording of the issue at canva.me/android. - ED",2021-08-15 15:29:20
gp:AOqpTOFHrfEDeo_285MWpaZBv9mB8PblpdJ9lHZ0kHgMBlgEFJYLE0ata6P3FdWoQoJafWMrXhmu5dXND2C1ymc,Ajay Prajapati,https://play-lh.googleusercontent.com/a-/AOh14Gh_eogMrQY3_ZatybxDzFo9VvFMKNrkDStNZSuI1Q,very good video and photo editing app with it's own functions and much more design,5,2,2.124.0,2021-08-15 11:11:08,,
gp:AOqpTOFji58LEAbGjGkRgLqTt0oZhoO7gfaMJp_X2jgv67Ycor3felKWqi4v_CbkXWRG7lRMpZo2jqkc-M0Bj94,MPHOKUHLE NXUMALO,https://play-lh.googleusercontent.com/a-/AOh14GiefR9ITVEJargBfXhRz8mAvKWq4duND4G4Z446DOE,great app. very easy to use and have intresting templates. i love it,5,2,2.121.1,2021-07-28 07:36:09,,
gp:AOqpTOG7S5-5X7lapDy6UyIUGJRWfimK2_cmH44YDrPPOYElrtA7mcqnL6Al1cZMvPoEi5GcCOYOgCEm8V_zJYE,Kim Dung Lê Thị,https://play-lh.googleusercontent.com/a-/AOh14GjZ6pzjYzG1YmupXFR5pLhkZjoH0QEB9UFQSGLy,"There are perfect for me in here. It suits me. I love it so much, so don't lag at me :)",5,2,2.120.0,2021-08-20 12:16:52,,
gp:AOqpTOGYA1J2RVw9Y_gkDRHKByRrD8zhAl4WmD98uMc7_1_T9cOnWwIlW2pGSpq57WnH8VdRATUYjJpDq-ThBis,Sayed Abdelfatah,https://play-lh.googleusercontent.com/a/AATXAJzQhxtBDIccX0VlXX6w2yLxkEmP4pe8PAVRnVyz=mo,Worst ever.. just attracting you at the first then everything turns to pro items which requires payment,2,2,2.124.0,2021-08-18 12:21:45,"Hi Sayed, we're sorry if you felt that way in the app. Mind telling us more about your experience that led to this rating? We would like to know, so that we can improve. Don't forget to check for updates to get all the functionality of the app. For concerns, visit canva.me/android. - Lou",2021-08-23 00:51:37
gp:AOqpTOF-RiegHHBHQt1KMx7xjl0lB-AQRe07a9fnl7WVMLUwokyztDgb_dyjPzsCZBCVVT-CMd-rhPOno0qPZBM,Ferrister Mirembe,https://play-lh.googleusercontent.com/a/AATXAJzP52ccvaH7O18K6oihsKEm0ogzgyJFhEY9dDxO=mo,I cannot download any of my designs. I havrme tried everything. This has been going on for a while. What is happening?,1,1,2.118.0,2021-07-03 09:19:35,"Hi there. We're sorry to hear that you are having trouble with the app. We will make sure to take note of this for us to improve the app. For us to check, kindly send us a screenshot or a recording of the issue and send it through canva.me/android. Kindly keep an eye to our future updates with performance improvements. Thank you -Gel",2021-07-07 21:02:20
gp:AOqpTOGaDblwWt9UUPUtHBqTOcngtrA-6PPXrL0XkbSiqZkETA6_bWiS0grIoKl06A0gA_5FmSOKxG_Gy7rpuFQ,glassbirdbathcrafts,https://play-lh.googleusercontent.com/a-/AOh14Gjm5yQ3t-0nUhONt7dVkc4T0z0DXNKdczT1LagnRg,great app! lots of free templates,5,1,2.125.0,2021-08-20 03:43:50,,
gp:AOqpTOH1w2LW7IpYAXvLY1NxlzZeaMPG-KnpSI6nTf42f7FKfpirLBrwd9tnc8N9yWACapWSOSmtFkJSREOyfp4,ADEEP DIVAKARAN,https://play-lh.googleusercontent.com/a-/AOh14Gii1o4lIIKzqu9JLAyLtAQnXnz0cagLF3cCfKkD9A,Good and simple app with lots of features,5,1,2.117.0,2021-07-30 11:17:34,,
gp:AOqpTOGDl3VMuEetY5R3BSObmLCZanjPqahR1dVpMnd2u0mZT1pBL7lDhmDU5Gx1--Jl72fSIThYxJx-sG48Z3E,Sammijo Samuel,https://play-lh.googleusercontent.com/a-/AOh14Gjq0XkAJL9rZ06ZBzhS7k8wltRu_9nLBpf5BVaY_g,"Good for some stuff on the go, but not the most intuitive. Best to use the laptop version.",4,1,2.121.1,2021-07-24 22:14:46,"Hello Samuel, thank you for the feedback. We are still working on incorporating features that are currently available on the web. Keep your app updated though as these features become available with the app in the near future! For concerns, reach us at canva.me/android. - Lou",2021-08-09 00:55:09
gp:AOqpTOEV4J0AZ0vHk7ImmMoeqgoJtvEna60b1ihhULcUZ7lxUHKZR375A2WAsIZENTUuXUis_1NSeeclczuKjFA,BHEKUMUZI NGWANE HLONGWANE,https://play-lh.googleusercontent.com/a-/AOh14Gjt6cBVBwJwJjYr2unE7894K_P4NeogGwzlFF9Leg,"Awesome App, Very good when you're in business",5,1,2.123.0,2021-08-06 03:02:12,,
gp:AOqpTOGwgqSkoygJIhiPKGxD1dhs3P0o3_sMe_2O5ERkLjDDqOj4ur3oYNw_7E9p1DFuQ5hNdMto0tQFVarndRE,Daud Inamdar,https://play-lh.googleusercontent.com/a/AATXAJyvXSMKzGv58yfHBr1re9njddhhH8fvxHDw41kM=mo,It is a lot of fun to use this app and the job is also done well.⭐⭐⭐⭐⭐,5,1,2.126.1,2021-09-02 01:34:27,,
gp:AOqpTOHfQki0KEJ_WB-JEuthwDMZv2L7WtIaNZlpZFbR682ee_1Wowt37MlF6CPGGaYOIDP6cIef49PsXttU3Cw,Nabila Amandasari,https://play-lh.googleusercontent.com/a-/AOh14Gh-44hBK1Wc90Nr6Q83aTVAp-tbENPF25Z6C3_eZg,Great app but crashed. Keep restarting and frustating. Unable to use this app.,1,1,2.121.1,2021-07-28 10:51:22,"Hi there. We're sorry to hear that you're having trouble with the app. We will make sure to take note of this for us to improve the app. For us to check, kindly send us a screenshot or a recording of the issue and send it through canva.me/android. Please keep an eye to our future updates with performance improvements. Thank you -Gel",2021-08-08 10:16:21
gp:AOqpTOGgGFWtNy4-i4QcgwvSM-FUuRd5gODtZfXfA-IGLZEfmM_TabAtomFnRlyUokKxATfF1kQVSOPYbXYdEeI,Natty Katongo,https://play-lh.googleusercontent.com/a/AATXAJwoE7b5RjU_DkywEGBBG3JJSWs9Qw85BJZqxDdQ=mo,so far so good. a lot of free designs and simple for a beginner like me to use,4,1,2.121.1,2021-07-27 11:32:20,"Hi Natty, thanks for the rating and awesome feedback. We aim to make the app easy and fun to use for both amateurs and professionals. To get the newest features of the app, please make sure to have it updated. For any suggestions for the improvement of the app, don't hesitate to send the details to us. Regards. - Claressa",2021-08-11 03:40:23
gp:AOqpTOHKJKQDg-StWgFJYLdfzFwfqNBXprQycAJLXh8N6YogHwGQ0VH7BFfXGBqXqfNZnx0a7q-tEBo1VsO3KEg,Mark Rustin,https://play-lh.googleusercontent.com/a/AATXAJzbD476IWmcW-WUWaoO-E1mUYHenrmakbEXCFYQ=mo,Hi Canva Dev team... I love this app but the latest update does not save my designs... I'm using it on an Android phone... used to work perfectly before... pls assist. Thks Mark,4,1,2.117.0,2021-06-28 21:17:28,"Hi Mark, we're sorry if your unable to save your designs in the app. Here in Canva, we want to make sure that you are properly assisted with the issue you encountered. Please provide us more details through here: canva.me/android. Don't forget to check for updates to get all the functionality of the app. - Lou",2021-06-30 02:27:15
gp:AOqpTOGI-Vv5fnpf5C1Q_iY9UiTgjJMg2tE63LCOn__WMC0fqt7LD_YpKkVBS7UwrDnb50VD6aDK68QJfUClMyY,Bjorn Cabanlit,https://play-lh.googleusercontent.com/a-/AOh14GgiYeGEqWmvpCYYULQk9T18sGXSn14J7MlIUvqfvw,i love it. so easy and the style is not fancy.,5,1,2.123.0,2021-08-10 02:29:16,,
gp:AOqpTOF9FVcWJ_iVwqSUbk8Y1u-zm-6wf2kCJwXrorRO0jWAUijkA4GaPEb8I2LGrcdrknCqidFQ1vg4dP7jOpw,Emma Dollars Okoye,https://play-lh.googleusercontent.com/a/AATXAJzeKs4bxh0IV4Qlt1c9bEGXlV7hB_jMDlMhGYM=mo,I love this app but the payment should be minimized and the platform should be more easier,4,1,2.124.0,2021-08-14 06:14:20,"Hi Emma, thank you for your feedback. We regularly release updates for improvements & also add new features so please make sure your app is updated as your suggestions might becomes available in the near future. For concerns, reach us at canva.me/android. - Lou",2021-08-21 23:51:31
gp:AOqpTOGjU7JqCR7keKo5a3_b2mIZDvk--kstoS9ilng-YpMtxU8OZ4SS8DHUJi-_KfnM7EWFnCullG1YsRJJRiQ,kushagra,https://play-lh.googleusercontent.com/a-/AOh14GjC8b_bf9I6wM8JwoI8FQeLo3_i_5Frb0dtaOe98w,"I am using this app in laptop from 3 years , i love this app. I use this app for every ppt , poster and others . I won many competitions by making videos and ppt's from Canva . I really advice everyone to use this app. Kushagra",5,1,2.124.0,2021-08-18 16:47:20,,
gp:AOqpTOGE0pstGnCTKu5I9y92gone6yL5aiWuhswdaplfVyuu9j8mWGr5ntRuhhTOLRUhxHOlQzloWFJXgytFh_M,Sanjeev Puhan,https://play-lh.googleusercontent.com/a-/AOh14GgTvr02dbYArmZg9MxFj7bkUrvYpElgAsd-zP1z,One of the best app i have ever used . Majority of the templates are free of cost and thier quality are just awesome . Using this app nearly for 2 months and didn't face any problem . It makes our work way more easy .,4,1,2.110.0,2021-07-20 22:43:18,"Hello Sanjeev. Thank you for the rating. You inspire us to get even better. In Canva, we aim to give you the best graphic designing experience. Do not forget to update your app to the latest version for you to create more awesome designs. Regards. - Ahn
",2021-08-06 10:10:53
gp:AOqpTOH_yI1-mPadSTeEhYQZ7dRPbrshPEqnwkNEO2hPDRGI-EjREIgy-IBy6X4X0XgeReWFoUii_AxBnrvlZaI,CAROL DOE,https://play-lh.googleusercontent.com/a-/AOh14GjXnLw5S-IjW_Zu2vl3DN5Q6tVUgFb0f0lddXd5kg,Super amazing app! very easy to use. I'd recommend this everyday!,5,1,2.124.0,2021-08-18 22:46:46,,
